validationSplit:0
correspondingWeights:/usr/stud/alleboud/vision/trainedweights/04-36PM_April-22-2017_kc_LSTM.h5
batchSize:75
Beta:500
meanOfMeansImage:False
startingweights:/usr/stud/alleboud/vision/trainedweights/weights/mergedweights.h5
total number of samples:1019
val_loss,loss
None,5864.56136723
None,4343.22447616
None,4079.19957406
None,3726.57849253
None,3357.78525784
None,3026.27899092
None,3045.32852535
None,2614.59309329
None,2477.1528754
None,2361.99072002
None,2269.21844596
None,2179.85057408
None,2094.08285292
None,2083.02214696
None,2050.69682358
None,1981.03006979
None,1917.3526101
None,1902.78930964
None,1883.83878824
None,1863.28838782
None,1849.56666692
None,1793.72837331
None,1749.64095372
None,1781.14895501
None,1778.44931986
None,1730.28780502
None,1711.82551313
None,1707.76920086
None,1733.20749318
None,1698.59872254
None,1699.44184158
None,1667.53816237
None,1681.61155202
None,1657.86603436
None,1645.98087246
None,1664.3187977
None,1634.66348306
None,1617.96925793
None,1604.68980891
None,1614.50938037
None,1615.40794245
None,1602.75375866
None,1596.65063273
None,1569.91968348
None,1574.02566891
None,1582.88415276
None,1571.84767122
None,1553.55238661
None,1549.04923866
None,1536.77931952
None,1549.99309051
None,1538.03821376
None,1522.76399736
None,1524.67456151
None,1535.00922799
None,1549.29660163
None,1517.30242722
None,1511.85192284
None,1507.08281458
None,1499.78066181
None,1483.37058486
None,1490.75119938
None,1488.73573323
None,1495.93521049
None,1491.93199354
None,1475.72971716
None,1475.53842436
None,1478.00803628
None,1486.06428709
None,1467.93605684
None,1473.76329153
None,1456.66489567
None,1456.24608117
None,1465.55701091
None,1452.38435126
None,1453.1625634
None,1443.17147525
None,1440.65552165
None,1424.10126266
None,1458.24016178
None,1449.61461408
None,1440.92702412
None,1441.60468074
None,1420.23112438
None,1435.33109745
None,1428.68976675
None,1410.26095195
None,1421.27865945
None,1424.44620077
None,1397.61977278
None,1419.37198011
None,1410.53603231
None,1397.71215545
None,1405.17553495
None,1397.50531168
None,1381.28729721
None,1382.88246977
None,1386.31527312
None,1382.65221773
None,1378.02565777
None,1365.10444523
None,1369.00756117
None,1366.20851873
None,1362.05031226
None,1362.59594367
None,1364.27139968
None,1369.87145074
None,1365.26146491
None,1358.93745651
None,1358.94884403
None,1350.889043
None,1340.84561651
None,1333.81088002
None,1337.22023988
None,1342.16596795
None,1345.38664172
None,1330.44634656
None,1326.33558207
None,1331.18776247
None,1328.74700802
None,1322.24346726
None,1312.9734288
None,1312.89373162
None,1307.92167063
None,1303.1916462
None,1301.09247012
None,1307.20723286
None,1294.95574334
None,1293.94429832
None,1299.97494109
None,1290.57687615
None,1294.30929814
None,1284.5773425
None,1291.74337514
None,1285.17751587
None,1284.13071862
None,1281.76186466
None,1278.73914485
None,1267.97606883
None,1271.46542499
None,1261.48741909
None,1267.21223751
None,1273.04310699
None,1278.43005359
None,1272.97084041
None,1269.61929037
None,1266.58267395
None,1250.90128705
None,1252.66963545
None,1260.794407
None,1254.6065015
None,1270.30356084
None,1253.41788837
None,1249.24340377
None,1247.80580638
None,1248.92057487
None,1246.11107069
