validationSplit:0
correspondingWeights:/work/alleboud/vision/trainedweights/12-13PM_May-29-2017_shop_LSTM.h5
batchSize:75
Beta:100
meanOfMeansImage:False
startingweights:/work/alleboud/vision/trainedweights/weights/mergedweights.h5
total number of samples:2116
val_loss,loss
None,1570.48284479,10.3561130789,50.4034002
None,1129.37788521,10.0526396838,34.552765444
None,1153.32439032,9.9996011617,35.4107157932
None,1139.16316731,9.69601164625,34.588904275
None,1169.96930243,9.74789130002,32.1900956028
None,1097.98931559,9.66311515817,31.4199180838
None,1104.23383849,9.41757519262,43.2551326608
None,1125.46060584,9.26333692218,39.4992921752
None,1167.12254417,9.58080438051,35.1361315617
None,1140.77701694,9.39439857665,33.8139907189
None,1127.24194555,8.93834783307,33.098608366
None,1137.29311159,9.07585054118,50.7498473477
None,1163.57785957,9.11911854078,46.6713115123
None,1143.21579196,9.18469930548,45.6387605646
None,1102.07174711,9.04373110104,33.6690522166
None,1128.21353435,8.91978605495,36.233376897
None,1133.49207028,8.98912624722,28.8078573708
None,1134.62429518,8.9341286066,39.598714303
None,1099.64621664,8.85104495798,36.1998204972
None,1132.31993833,8.90025165702,35.862362809
None,1115.47171378,8.95305094568,35.0226051812
None,1113.76808951,8.86287559026,51.9640365928
None,1141.8905944,8.78220088699,39.657563091
None,1110.50923783,8.80168798469,29.534469679
None,1111.0433604,8.92681402235,34.0209992517
None,1116.98447374,8.89973314905,26.6066821824
None,1136.38543318,8.91886116608,32.2683688833
None,1156.66147543,8.90839998007,31.2881835895
None,1078.35872617,8.88015995309,32.7021074577
None,1102.45061194,8.92504702857,44.4216213483
None,1125.51014066,8.69870679837,38.312030043
None,1113.90471853,8.73606378765,54.8317028616
None,1131.4008237,8.72389827511,29.1291963121
None,1121.63885325,8.90590003851,38.3828836202
None,1128.28408813,8.85231698832,34.4393836651
None,1117.37340138,8.85318744033,54.814626614
None,1145.29510758,8.91899869027,29.3547276861
None,1208.42728128,8.89669242749,33.5455716087
None,1185.25866042,9.10299917135,30.2942753312
None,1193.42508584,8.85715525824,38.1403211388
None,1206.65728662,8.89922550435,37.0194456633
None,1186.95531148,9.143686605,31.0788575349
None,1238.77556006,9.13549303035,47.4196794873
None,1162.58351894,9.02190814148,40.7106966091
None,1234.36119997,9.10630569255,47.3411037269
None,1187.9579631,8.89525172008,50.7177407171
None,1198.61704302,8.74760316187,43.5930753802
None,1231.5147466,8.94789430928,29.9330130911
None,1577.6206301,9.63463390431,52.1128940631
None,53800.0645168,9.19547186708,39.4241922996
None,61488.1439959,9.17983179713,32.9955034406
None,61534.8933129,9.17262429404,39.006581274
None,61512.8168493,9.05359534792,29.8804695343
None,61537.1123361,9.12004109593,35.9733730658
None,61505.4982075,8.8877264416,28.6460993662
None,61525.2234667,9.04595184917,35.5082403214
None,61491.7202065,8.97590652255,28.7699665399
None,61527.1751573,8.91714160205,34.3106992806
None,61492.1382085,9.02101839223,31.4868815894
None,61507.2121245,9.20159822882,34.0107602533
None,61490.0658894,8.81749054205,32.9367330272
None,61491.0973886,8.89301726681,35.5706817089
None,61508.2352906,8.99183900533,37.4206722416
None,61509.8861945,9.3060175112,34.8880114331
None,61505.5594725,9.074429601,37.3321699286
None,61534.2556397,8.88073723912,49.8316128897
None,61488.4063423,9.00369117706,35.254492233
None,61503.7225566,8.85393749145,31.5444949835
None,61500.5016356,9.16067245035,38.6445647431
None,61490.8295668,8.96566487816,45.7233891258
None,61516.3054038,8.80349391466,41.2794847844
None,61498.4959756,9.14055376747,51.280203366
None,61512.8093691,9.08043884127,53.8311489644
None,61487.1307892,9.06321160433,66.2322256274
None,61506.0644919,8.9550830879,59.1788397242
None,61511.3030464,9.11657234732,50.3579970081
None,61485.4045036,8.99528423294,49.499210977
None,61499.5166256,8.73865463197,43.2378975073
None,61520.0178476,9.23614196034,66.3176909163
None,61492.5608404,9.03249169749,38.7202587441
None,61496.397077,9.02779386456,40.224229699
None,61492.8887051,9.20365207506,40.1974556625
None,61477.9942403,8.75323042015,45.6856436299
None,61452.9557704,9.0268101946,45.2577453398
None,61474.0554388,8.99251002637,36.793519711
None,61508.1280368,9.10590820466,59.3778507564
None,61461.4336381,8.86328448504,38.9945869501
None,61481.4177952,8.86419321483,42.9065745179
None,61495.5423669,8.99639319042,40.8514638351
None,61488.3276967,8.92128174975,69.9543784808
None,61496.784968,8.94404432531,43.0116960741
None,61500.2584199,8.92639188701,42.6610395992
None,61498.7375354,9.07879731874,48.0215298074
None,61467.2359681,8.88352297487,49.5862999856
None,61456.7556378,9.12178812852,55.1013571426
None,61465.640086,8.87856395839,52.4384549699
None,61479.7715231,9.08556546275,56.4759085502
None,61498.6682106,8.66871814195,50.9906166384
None,61490.2780748,8.87022405083,51.3144056883
None,61457.9623793,8.85828373018,46.4385128306
None,61462.4645927,9.08902072151,46.3759234978
None,61483.0199189,8.92999171881,41.7647300973
